id,OBJECTID,Shape_Leng,Shape_Area,A1C_BPS,A1N_BPS,A2C_BPS,A2N_BPS,A1C_SIAK,A1N_SIAK,A2C_SIAK,A2N_SIAK,YEAR,Type,Hectares,A2TEXT,SquareKM,latitude,longitude,provinsi_clean,Provinsi_x,2022_x,2023_x,Ketahanan Bangunan.csv.xl,Tembok,Plesteran Anyaman Bambu/Kawat,Kayu/Papan,Anyaman Bambu,Batang Kayu,Bambu,Lainnya,Listrik,Gas,Minyak Tanah,Kayu Bakar,Briket/Arang/Lainnya,Tidak Memasak,Milik Sendiri,Kontrak/Sewa,Bebas Sewa,Dinas,Pengeluaran Bahan Bakar.c,Listrik PLN,Listrik Non-PLN,Bukan Listrik,Sewa/Kontrak Rumah,Pemeliharaan dan Perbaikan Ringan,Air,Bahan Bakar,Kebutuhan Lainnya untuk Rumah,SHM atas Nama ART,SHM Bukan atas Nama ART dengan Perjanjian,SHM Bukan atas Nama ART tanpa Perjanjian,Air Kemasan Bermerk,Air Isi Ulang,Leding,Sumur Bor/Pompa,Sumur Terlindung,Sumur Tak Terlindung,Mata Air Terlindung,Mata Air Tak Terlindung,Air Permukaan,Air Hujan,Akses Air Minum Layak.csv,Beton,Genteng,Seng,Asbes,Kayu/Sirap,Jerami/Ijuk/Daun-Daunan/Rumbia,Akses Sanitasi Layak.csv.,Pengeluaran Air.csv.xlsx,Rumah Layak Huni.csv.xlsx,Marmer/Granit,Keramik,Parket/Vinil/Karpet,Ubin/Tegel/Teraso,Semen/Bata Merah,Tanah,Pengeluaran Gas.csv.xlsx,Ada Digunakan hanya ART Sendiri,Ada Digunakan bersama ART Rumah Tangga Tertentu,Ada di MCK Komunal,Ada di MCK Umum,Ada ART Tidak Menggunakan,Tidak Ada Fasilitas,Pengeluaran Perbaikan.csv,Pengeluaran Listrik.csv.x,Pengeluaran Sewa.csv.xlsx,Fasilitas Cuci Tangan.csv,≥7.2 m2,≥10 m2,Provinsi_y,2022_y,2023_y,2024,jarak_ke_provinsi
,475,0.382713233138,0.000692395448751,82,Maluku Utara,8205,Halmahera Utara,82,Maluku Utara,8203,Halmahera Utara,2017,Kabupaten,348022.97557,8205,3503.66704,1.5423150567150865,127.83106228613684,MALUKU UTARA,Maluku Utara,92.84,93.84,93.28,83.96,0.77,14.38,0.11,0.16,0.22,0.39,0.3,2.21,58.23,39.09,,0.14,,,,,27404.0,94.27,4.44,1.28,0.2,0.6,0.48,2.12,0.22,81.85,2.24,1.39,0.34,33.29,18.36,5.79,20.49,3.48,11.45,1.22,2.19,3.15,88.92,1.31,1.42,94.38,1.52,0.19,0.84,82.32,8407.0,68.05,1.62,34.07,0.55,6.46,49.21,3.33,1080.0,82.52,5.32,1.37,4.87,,5.84,8340.0,32024.0,3164.0,83.79,93.68,85.51,Maluku Utara,3957.0,3270.0,3164.0,0
,476,0.623907198222,0.0142325185744,82,Maluku Utara,8206,Halmahera Timur,82,Maluku Utara,8206,Halmahera Timur,2017,Kabupaten,646911.8073,8206,6512.70144,1.031173281868358,128.30855563949143,MALUKU UTARA,Maluku Utara,92.84,93.84,93.28,83.96,0.77,14.38,0.11,0.16,0.22,0.39,0.3,2.21,58.23,39.09,,0.14,,,,,27404.0,94.27,4.44,1.28,0.2,0.6,0.48,2.12,0.22,81.85,2.24,1.39,0.34,33.29,18.36,5.79,20.49,3.48,11.45,1.22,2.19,3.15,88.92,1.31,1.42,94.38,1.52,0.19,0.84,82.32,8407.0,68.05,1.62,34.07,0.55,6.46,49.21,3.33,1080.0,82.52,5.32,1.37,4.87,,5.84,8340.0,32024.0,3164.0,83.79,93.68,85.51,Maluku Utara,3957.0,3270.0,3164.0,0
,477,0.153961627742,0.000392557823385,82,Maluku Utara,8207,Pulau Morotai,82,Maluku Utara,8207,Pulau Morotai,2017,Kabupaten,234677.72923,8207,2362.56745,2.316572985700195,128.44836091184416,MALUKU UTARA,Maluku Utara,92.84,93.84,93.28,83.96,0.77,14.38,0.11,0.16,0.22,0.39,0.3,2.21,58.23,39.09,,0.14,,,,,27404.0,94.27,4.44,1.28,0.2,0.6,0.48,2.12,0.22,81.85,2.24,1.39,0.34,33.29,18.36,5.79,20.49,3.48,11.45,1.22,2.19,3.15,88.92,1.31,1.42,94.38,1.52,0.19,0.84,82.32,8407.0,68.05,1.62,34.07,0.55,6.46,49.21,3.33,1080.0,82.52,5.32,1.37,4.87,,5.84,8340.0,32024.0,3164.0,83.79,93.68,85.51,Maluku Utara,3957.0,3270.0,3164.0,0
,478,0.170631088749,0.00074151417023,82,Maluku Utara,8208,Pulau Taliabu,82,Maluku Utara,8208,Pulau Taliabu,2017,Kabupaten,299344.69104,8208,3013.60087,-1.818859949789612,124.74064209955654,MALUKU UTARA,Maluku Utara,92.84,93.84,93.28,83.96,0.77,14.38,0.11,0.16,0.22,0.39,0.3,2.21,58.23,39.09,,0.14,,,,,27404.0,94.27,4.44,1.28,0.2,0.6,0.48,2.12,0.22,81.85,2.24,1.39,0.34,33.29,18.36,5.79,20.49,3.48,11.45,1.22,2.19,3.15,88.92,1.31,1.42,94.38,1.52,0.19,0.84,82.32,8407.0,68.05,1.62,34.07,0.55,6.46,49.21,3.33,1080.0,82.52,5.32,1.37,4.87,,5.84,8340.0,32024.0,3164.0,83.79,93.68,85.51,Maluku Utara,3957.0,3270.0,3164.0,0
,479,0.045918697501,7.79856859799e-05,82,Maluku Utara,8271,Kota Ternate,82,Maluku Utara,8271,Ternate,2017,Kota,16202.46065,8271,163.11632,0.8388326849972515,127.17256885981035,MALUKU UTARA,Maluku Utara,92.84,93.84,93.28,83.96,0.77,14.38,0.11,0.16,0.22,0.39,0.3,2.21,58.23,39.09,,0.14,,,,,27404.0,94.27,4.44,1.28,0.2,0.6,0.48,2.12,0.22,81.85,2.24,1.39,0.34,33.29,18.36,5.79,20.49,3.48,11.45,1.22,2.19,3.15,88.92,1.31,1.42,94.38,1.52,0.19,0.84,82.32,8407.0,68.05,1.62,34.07,0.55,6.46,49.21,3.33,1080.0,82.52,5.32,1.37,4.87,,5.84,8340.0,32024.0,3164.0,83.79,93.68,85.51,Maluku Utara,3957.0,3270.0,3164.0,0
,480,0.0775668237183,0.00023284382571,82,Maluku Utara,8272,Kota Tidore Kepulauan,82,Maluku Utara,8272,Tidore Kepulauan,2017,Kota,168409.39494,8272,1695.44294,0.4851921048355661,127.67367006071122,MALUKU UTARA,Maluku Utara,92.84,93.84,93.28,83.96,0.77,14.38,0.11,0.16,0.22,0.39,0.3,2.21,58.23,39.09,,0.14,,,,,27404.0,94.27,4.44,1.28,0.2,0.6,0.48,2.12,0.22,81.85,2.24,1.39,0.34,33.29,18.36,5.79,20.49,3.48,11.45,1.22,2.19,3.15,88.92,1.31,1.42,94.38,1.52,0.19,0.84,82.32,8407.0,68.05,1.62,34.07,0.55,6.46,49.21,3.33,1080.0,82.52,5.32,1.37,4.87,,5.84,8340.0,32024.0,3164.0,83.79,93.68,85.51,Maluku Utara,3957.0,3270.0,3164.0,0
,481,0.598529818164,0.00984596413973,91,Papua Barat,9101,Fakfak,92,Papua Barat,9203,Fak Fak,2017,Kabupaten,1101837.11179,9101,11092.41614,-3.0592979605554755,132.91208544589364,PAPUA BARAT,Papua Barat,95.56,96.32,98.33,72.88,,26.47,,0.44,,,1.05,2.82,62.78,33.0,,,,,,,27531.0,82.31,13.99,3.7,0.72,0.47,0.13,1.84,0.21,49.08,2.95,4.69,2.21,29.0,5.7,5.19,12.61,2.07,17.59,3.36,8.91,13.25,82.38,,2.36,96.75,,0.36,0.2,79.0,1743.0,58.22,0.13,40.78,1.31,4.77,36.29,0.75,2344.0,80.37,8.06,1.86,5.81,0.2,3.7,11861.0,38337.0,16037.0,64.43,88.86,73.72,Papua Barat,17425.0,16793.0,16037.0,0
,482,0.564093200971,0.00943392775143,91,Papua Barat,9102,Kaimana,92,Papua Barat,9208,Kaimana,2017,Kabupaten,1622004.45905,9102,16328.92231,-3.61303349806227,134.02252031797124,PAPUA BARAT,Papua Barat,95.56,96.32,98.33,72.88,,26.47,,0.44,,,1.05,2.82,62.78,33.0,,,,,,,27531.0,82.31,13.99,3.7,0.72,0.47,0.13,1.84,0.21,49.08,2.95,4.69,2.21,29.0,5.7,5.19,12.61,2.07,17.59,3.36,8.91,13.25,82.38,,2.36,96.75,,0.36,0.2,79.0,1743.0,58.22,0.13,40.78,1.31,4.77,36.29,0.75,2344.0,80.37,8.06,1.86,5.81,0.2,3.7,11861.0,38337.0,16037.0,64.43,88.86,73.72,Papua Barat,17425.0,16793.0,16037.0,0
,483,0.708064513515,0.018362574363,91,Papua Barat,9103,Teluk Wondama,92,Papua Barat,9207,Teluk Wondama,2017,Kabupaten,645227.52627,9103,6495.65228,-2.8228113020918952,134.37448736339238,PAPUA BARAT,Papua Barat,95.56,96.32,98.33,72.88,,26.47,,0.44,,,1.05,2.82,62.78,33.0,,,,,,,27531.0,82.31,13.99,3.7,0.72,0.47,0.13,1.84,0.21,49.08,2.95,4.69,2.21,29.0,5.7,5.19,12.61,2.07,17.59,3.36,8.91,13.25,82.38,,2.36,96.75,,0.36,0.2,79.0,1743.0,58.22,0.13,40.78,1.31,4.77,36.29,0.75,2344.0,80.37,8.06,1.86,5.81,0.2,3.7,11861.0,38337.0,16037.0,64.43,88.86,73.72,Papua Barat,17425.0,16793.0,16037.0,0
,484,0.624935587398,0.0116329814511,91,Papua Barat,9104,Teluk Bintuni,92,Papua Barat,9206,Teluk Bintuni,2017,Kabupaten,2078085.31786,9104,20920.72563,-2.0030982905791928,133.308510859766,PAPUA BARAT,Papua Barat,95.56,96.32,98.33,72.88,,26.47,,0.44,,,1.05,2.82,62.78,33.0,,,,,,,27531.0,82.31,13.99,3.7,0.72,0.47,0.13,1.84,0.21,49.08,2.95,4.69,2.21,29.0,5.7,5.19,12.61,2.07,17.59,3.36,8.91,13.25,82.38,,2.36,96.75,,0.36,0.2,79.0,1743.0,58.22,0.13,40.78,1.31,4.77,36.29,0.75,2344.0,80.37,8.06,1.86,5.81,0.2,3.7,11861.0,38337.0,16037.0,64.43,88.86,73.72,Papua Barat,17425.0,16793.0,16037.0,0
,486,0.23306833315,0.0028114157456,91,Papua Barat,9106,Sorong Selatan,92,Papua Barat,9204,Sorong Selatan,2017,Kabupaten,565033.7678,9106,5688.38295,-1.7166784648883764,132.15111985562763,PAPUA BARAT,Papua Barat,95.56,96.32,98.33,72.88,,26.47,,0.44,,,1.05,2.82,62.78,33.0,,,,,,,27531.0,82.31,13.99,3.7,0.72,0.47,0.13,1.84,0.21,49.08,2.95,4.69,2.21,29.0,5.7,5.19,12.61,2.07,17.59,3.36,8.91,13.25,82.38,,2.36,96.75,,0.36,0.2,79.0,1743.0,58.22,0.13,40.78,1.31,4.77,36.29,0.75,2344.0,80.37,8.06,1.86,5.81,0.2,3.7,11861.0,38337.0,16037.0,64.43,88.86,73.72,Papua Barat,17425.0,16793.0,16037.0,0
,487,0.862166316,0.0304216677273,91,Papua Barat,9107,Sorong,92,Papua Barat,9201,Sorong,2017,Kabupaten,780103.76071,9107,7853.59182,-1.1165906216046029,131.56448723464018,PAPUA BARAT,Papua Barat,95.56,96.32,98.33,72.88,,26.47,,0.44,,,1.05,2.82,62.78,33.0,,,,,,,27531.0,82.31,13.99,3.7,0.72,0.47,0.13,1.84,0.21,49.08,2.95,4.69,2.21,29.0,5.7,5.19,12.61,2.07,17.59,3.36,8.91,13.25,82.38,,2.36,96.75,,0.36,0.2,79.0,1743.0,58.22,0.13,40.78,1.31,4.77,36.29,0.75,2344.0,80.37,8.06,1.86,5.81,0.2,3.7,11861.0,38337.0,16037.0,64.43,88.86,73.72,Papua Barat,17425.0,16793.0,16037.0,0
,488,0.687928697482,0.00143848166655,91,Papua Barat,9108,Raja Ampat,92,Papua Barat,9205,Raja Ampat,2017,Kabupaten,780191.57147,9108,7854.47568,-0.9001476361814366,130.57427934381653,PAPUA BARAT,Papua Barat,95.56,96.32,98.33,72.88,,26.47,,0.44,,,1.05,2.82,62.78,33.0,,,,,,,27531.0,82.31,13.99,3.7,0.72,0.47,0.13,1.84,0.21,49.08,2.95,4.69,2.21,29.0,5.7,5.19,12.61,2.07,17.59,3.36,8.91,13.25,82.38,,2.36,96.75,,0.36,0.2,79.0,1743.0,58.22,0.13,40.78,1.31,4.77,36.29,0.75,2344.0,80.37,8.06,1.86,5.81,0.2,3.7,11861.0,38337.0,16037.0,64.43,88.86,73.72,Papua Barat,17425.0,16793.0,16037.0,0
,489,1.90588700424,0.0885410900411,91,Papua Barat,9109,Tambrauw,92,Papua Barat,9209,Tambrauw,2017,Kabupaten,1173862.314,9109,11817.71871,-0.806709841623473,132.7511333662371,PAPUA BARAT,Papua Barat,95.56,96.32,98.33,72.88,,26.47,,0.44,,,1.05,2.82,62.78,33.0,,,,,,,27531.0,82.31,13.99,3.7,0.72,0.47,0.13,1.84,0.21,49.08,2.95,4.69,2.21,29.0,5.7,5.19,12.61,2.07,17.59,3.36,8.91,13.25,82.38,,2.36,96.75,,0.36,0.2,79.0,1743.0,58.22,0.13,40.78,1.31,4.77,36.29,0.75,2344.0,80.37,8.06,1.86,5.81,0.2,3.7,11861.0,38337.0,16037.0,64.43,88.86,73.72,Papua Barat,17425.0,16793.0,16037.0,0
,490,0.16671971361,0.00125359262705,91,Papua Barat,9110,Maybrat,92,Papua Barat,9210,Maybrat,2017,Kabupaten,330484.95742,9110,3327.11057,-1.322247777460044,132.3756784814474,PAPUA BARAT,Papua Barat,95.56,96.32,98.33,72.88,,26.47,,0.44,,,1.05,2.82,62.78,33.0,,,,,,,27531.0,82.31,13.99,3.7,0.72,0.47,0.13,1.84,0.21,49.08,2.95,4.69,2.21,29.0,5.7,5.19,12.61,2.07,17.59,3.36,8.91,13.25,82.38,,2.36,96.75,,0.36,0.2,79.0,1743.0,58.22,0.13,40.78,1.31,4.77,36.29,0.75,2344.0,80.37,8.06,1.86,5.81,0.2,3.7,11861.0,38337.0,16037.0,64.43,88.86,73.72,Papua Barat,17425.0,16793.0,16037.0,0
,491,0.543262164685,0.0181063242597,91,Papua Barat,9111,Manokwari Selatan,92,Papua Barat,9211,Manokwari Selatan,2017,Kabupaten,238475.51136,9111,2400.81457,-1.5930660926045703,133.97273598008962,PAPUA BARAT,Papua Barat,95.56,96.32,98.33,72.88,,26.47,,0.44,,,1.05,2.82,62.78,33.0,,,,,,,27531.0,82.31,13.99,3.7,0.72,0.47,0.13,1.84,0.21,49.08,2.95,4.69,2.21,29.0,5.7,5.19,12.61,2.07,17.59,3.36,8.91,13.25,82.38,,2.36,96.75,,0.36,0.2,79.0,1743.0,58.22,0.13,40.78,1.31,4.77,36.29,0.75,2344.0,80.37,8.06,1.86,5.81,0.2,3.7,11861.0,38337.0,16037.0,64.43,88.86,73.72,Papua Barat,17425.0,16793.0,16037.0,0
,493,0.188388779875,0.00052334866076,91,Papua Barat,9171,Kota Sorong,92,Papua Barat,9271,Sorong,2017,Kota,29738.26837,9171,299.38643,-0.8704765906438268,131.33783800464067,PAPUA BARAT,Papua Barat,95.56,96.32,98.33,72.88,,26.47,,0.44,,,1.05,2.82,62.78,33.0,,,,,,,27531.0,82.31,13.99,3.7,0.72,0.47,0.13,1.84,0.21,49.08,2.95,4.69,2.21,29.0,5.7,5.19,12.61,2.07,17.59,3.36,8.91,13.25,82.38,,2.36,96.75,,0.36,0.2,79.0,1743.0,58.22,0.13,40.78,1.31,4.77,36.29,0.75,2344.0,80.37,8.06,1.86,5.81,0.2,3.7,11861.0,38337.0,16037.0,64.43,88.86,73.72,Papua Barat,17425.0,16793.0,16037.0,0
,494,2.02950932646,0.0584634482384,94,Papua,9401,Merauke,91,Papua,9101,Merauke,2017,Kabupaten,4484555.28435,9401,45142.14821,-7.840149703675268,139.70434046029644,PAPUA,Papua,66.29,67.19,96.68,74.22,0.83,23.97,,0.4,,0.49,0.43,4.95,70.14,24.2,,,,,,,23769.0,90.24,5.82,3.94,1.22,0.4,0.68,1.68,0.2,56.98,3.25,2.22,7.99,36.67,17.6,5.15,3.73,4.07,9.07,3.32,4.05,8.31,85.84,1.19,2.78,93.78,1.62,0.33,,80.57,12631.0,62.15,1.28,38.26,1.12,4.45,34.39,0.54,3111.0,87.83,5.86,0.95,2.72,,2.63,7421.0,50496.0,20232.0,65.15,87.0,73.28,Papua,17790.0,21093.0,20232.0,0
,495,0.0688467757439,0.000271147945591,94,Papua,9402,Jayawijaya,91,Papua,9102,Jayawijaya,2017,Kabupaten,265022.12915,9402,2667.99154,-4.088256158070627,138.86933795051496,PAPUA,Papua,66.29,67.19,96.68,74.22,0.83,23.97,,0.4,,0.49,0.43,4.95,70.14,24.2,,,,,,,23769.0,90.24,5.82,3.94,1.22,0.4,0.68,1.68,0.2,56.98,3.25,2.22,7.99,36.67,17.6,5.15,3.73,4.07,9.07,3.32,4.05,8.31,85.84,1.19,2.78,93.78,1.62,0.33,,80.57,12631.0,62.15,1.28,38.26,1.12,4.45,34.39,0.54,3111.0,87.83,5.86,0.95,2.72,,2.63,7421.0,50496.0,20232.0,65.15,87.0,73.28,Papua,17790.0,21093.0,20232.0,0
,496,1.35168376958,0.0643733958147,94,Papua,9403,Jayapura,91,Papua,9103,Jayapura,2017,Kabupaten,1438760.27047,9403,14484.30216,-2.978903134852455,139.97582360159277,PAPUA,Papua,66.29,67.19,96.68,74.22,0.83,23.97,,0.4,,0.49,0.43,4.95,70.14,24.2,,,,,,,23769.0,90.24,5.82,3.94,1.22,0.4,0.68,1.68,0.2,56.98,3.25,2.22,7.99,36.67,17.6,5.15,3.73,4.07,9.07,3.32,4.05,8.31,85.84,1.19,2.78,93.78,1.62,0.33,,80.57,12631.0,62.15,1.28,38.26,1.12,4.45,34.39,0.54,3111.0,87.83,5.86,0.95,2.72,,2.63,7421.0,50496.0,20232.0,65.15,87.0,73.28,Papua,17790.0,21093.0,20232.0,0
,497,0.273840471257,0.00308134900162,94,Papua,9404,Nabire,91,Papua,9104,Nabire,2017,Kabupaten,1230722.35858,9404,12389.87841,-3.376555491288597,135.58432543038532,PAPUA,Papua,66.29,67.19,96.68,74.22,0.83,23.97,,0.4,,0.49,0.43,4.95,70.14,24.2,,,,,,,23769.0,90.24,5.82,3.94,1.22,0.4,0.68,1.68,0.2,56.98,3.25,2.22,7.99,36.67,17.6,5.15,3.73,4.07,9.07,3.32,4.05,8.31,85.84,1.19,2.78,93.78,1.62,0.33,,80.57,12631.0,62.15,1.28,38.26,1.12,4.45,34.39,0.54,3111.0,87.83,5.86,0.95,2.72,,2.63,7421.0,50496.0,20232.0,65.15,87.0,73.28,Papua,17790.0,21093.0,20232.0,0
,498,0.175253381944,0.00122639370258,94,Papua,9408,Kepulauan Yapen,91,Papua,9105,Kepulauan Yapen,2017,Kabupaten,243581.55461,9408,2452.21645,-1.7456981623012486,136.17413436330068,PAPUA,Papua,66.29,67.19,96.68,74.22,0.83,23.97,,0.4,,0.49,0.43,4.95,70.14,24.2,,,,,,,23769.0,90.24,5.82,3.94,1.22,0.4,0.68,1.68,0.2,56.98,3.25,2.22,7.99,36.67,17.6,5.15,3.73,4.07,9.07,3.32,4.05,8.31,85.84,1.19,2.78,93.78,1.62,0.33,,80.57,12631.0,62.15,1.28,38.26,1.12,4.45,34.39,0.54,3111.0,87.83,5.86,0.95,2.72,,2.63,7421.0,50496.0,20232.0,65.15,87.0,73.28,Papua,17790.0,21093.0,20232.0,0
,499,0.12563326821,0.000454111483185,94,Papua,9409,Biak Numfor,91,Papua,9106,Biak Numfor,2017,Kabupaten,225295.04351,9409,2268.12946,-1.0039940460778705,135.84431533497525,PAPUA,Papua,66.29,67.19,96.68,74.22,0.83,23.97,,0.4,,0.49,0.43,4.95,70.14,24.2,,,,,,,23769.0,90.24,5.82,3.94,1.22,0.4,0.68,1.68,0.2,56.98,3.25,2.22,7.99,36.67,17.6,5.15,3.73,4.07,9.07,3.32,4.05,8.31,85.84,1.19,2.78,93.78,1.62,0.33,,80.57,12631.0,62.15,1.28,38.26,1.12,4.45,34.39,0.54,3111.0,87.83,5.86,0.95,2.72,,2.63,7421.0,50496.0,20232.0,65.15,87.0,73.28,Papua,17790.0,21093.0,20232.0,0
,500,0.109340819747,0.000391481581425,94,Papua,9410,Paniai,91,Papua,9108,Paniai,2017,Kabupaten,472977.38893,9410,4761.50948,-3.8051988502703136,136.49284009488457,PAPUA,Papua,66.29,67.19,96.68,74.22,0.83,23.97,,0.4,,0.49,0.43,4.95,70.14,24.2,,,,,,,23769.0,90.24,5.82,3.94,1.22,0.4,0.68,1.68,0.2,56.98,3.25,2.22,7.99,36.67,17.6,5.15,3.73,4.07,9.07,3.32,4.05,8.31,85.84,1.19,2.78,93.78,1.62,0.33,,80.57,12631.0,62.15,1.28,38.26,1.12,4.45,34.39,0.54,3111.0,87.83,5.86,0.95,2.72,,2.63,7421.0,50496.0,20232.0,65.15,87.0,73.28,Papua,17790.0,21093.0,20232.0,0
,501,1.3600667448,0.0755640332911,94,Papua,9411,Puncak Jaya,91,Papua,9107,Puncak Jaya,2017,Kabupaten,443579.34171,9411,4465.57918,-3.460215580962725,137.84375769327374,PAPUA,Papua,66.29,67.19,96.68,74.22,0.83,23.97,,0.4,,0.49,0.43,4.95,70.14,24.2,,,,,,,23769.0,90.24,5.82,3.94,1.22,0.4,0.68,1.68,0.2,56.98,3.25,2.22,7.99,36.67,17.6,5.15,3.73,4.07,9.07,3.32,4.05,8.31,85.84,1.19,2.78,93.78,1.62,0.33,,80.57,12631.0,62.15,1.28,38.26,1.12,4.45,34.39,0.54,3111.0,87.83,5.86,0.95,2.72,,2.63,7421.0,50496.0,20232.0,65.15,87.0,73.28,Papua,17790.0,21093.0,20232.0,0
,502,1.26647489447,0.015298132994,94,Papua,9412,Mimika,91,Papua,9109,Mimika,2017,Kabupaten,1793779.72239,9412,18057.94245,-4.500496139802828,136.69388567346363,PAPUA,Papua,66.29,67.19,96.68,74.22,0.83,23.97,,0.4,,0.49,0.43,4.95,70.14,24.2,,,,,,,23769.0,90.24,5.82,3.94,1.22,0.4,0.68,1.68,0.2,56.98,3.25,2.22,7.99,36.67,17.6,5.15,3.73,4.07,9.07,3.32,4.05,8.31,85.84,1.19,2.78,93.78,1.62,0.33,,80.57,12631.0,62.15,1.28,38.26,1.12,4.45,34.39,0.54,3111.0,87.83,5.86,0.95,2.72,,2.63,7421.0,50496.0,20232.0,65.15,87.0,73.28,Papua,17790.0,21093.0,20232.0,0
,503,0.672889824377,0.0278746534157,94,Papua,9413,Boven Digoel,91,Papua,9116,Boven Digoel,2017,Kabupaten,2391407.57553,9413,24073.47846,-5.987000924524434,140.36645217355553,PAPUA,Papua,66.29,67.19,96.68,74.22,0.83,23.97,,0.4,,0.49,0.43,4.95,70.14,24.2,,,,,,,23769.0,90.24,5.82,3.94,1.22,0.4,0.68,1.68,0.2,56.98,3.25,2.22,7.99,36.67,17.6,5.15,3.73,4.07,9.07,3.32,4.05,8.31,85.84,1.19,2.78,93.78,1.62,0.33,,80.57,12631.0,62.15,1.28,38.26,1.12,4.45,34.39,0.54,3111.0,87.83,5.86,0.95,2.72,,2.63,7421.0,50496.0,20232.0,65.15,87.0,73.28,Papua,17790.0,21093.0,20232.0,0
,504,2.67672018989,0.193946809873,94,Papua,9414,Mappi,91,Papua,9117,Mappi,2017,Kabupaten,2616113.23565,9414,26335.17201,-6.495805617760449,139.3990145586796,PAPUA,Papua,66.29,67.19,96.68,74.22,0.83,23.97,,0.4,,0.49,0.43,4.95,70.14,24.2,,,,,,,23769.0,90.24,5.82,3.94,1.22,0.4,0.68,1.68,0.2,56.98,3.25,2.22,7.99,36.67,17.6,5.15,3.73,4.07,9.07,3.32,4.05,8.31,85.84,1.19,2.78,93.78,1.62,0.33,,80.57,12631.0,62.15,1.28,38.26,1.12,4.45,34.39,0.54,3111.0,87.83,5.86,0.95,2.72,,2.63,7421.0,50496.0,20232.0,65.15,87.0,73.28,Papua,17790.0,21093.0,20232.0,0
,505,0.301750521822,0.00426560107673,94,Papua,9415,Asmat,91,Papua,9118,Asmat,2017,Kabupaten,2524572.18738,9415,25414.36465,-5.369080519807628,138.56035063859574,PAPUA,Papua,66.29,67.19,96.68,74.22,0.83,23.97,,0.4,,0.49,0.43,4.95,70.14,24.2,,,,,,,23769.0,90.24,5.82,3.94,1.22,0.4,0.68,1.68,0.2,56.98,3.25,2.22,7.99,36.67,17.6,5.15,3.73,4.07,9.07,3.32,4.05,8.31,85.84,1.19,2.78,93.78,1.62,0.33,,80.57,12631.0,62.15,1.28,38.26,1.12,4.45,34.39,0.54,3111.0,87.83,5.86,0.95,2.72,,2.63,7421.0,50496.0,20232.0,65.15,87.0,73.28,Papua,17790.0,21093.0,20232.0,0
,506,0.0483111125328,0.00013153232143,94,Papua,9416,Yahukimo,91,Papua,9113,Yahukimo,2017,Kabupaten,1470476.6008,9416,14803.25802,-4.48920644486582,139.60325048543234,PAPUA,Papua,66.29,67.19,96.68,74.22,0.83,23.97,,0.4,,0.49,0.43,4.95,70.14,24.2,,,,,,,23769.0,90.24,5.82,3.94,1.22,0.4,0.68,1.68,0.2,56.98,3.25,2.22,7.99,36.67,17.6,5.15,3.73,4.07,9.07,3.32,4.05,8.31,85.84,1.19,2.78,93.78,1.62,0.33,,80.57,12631.0,62.15,1.28,38.26,1.12,4.45,34.39,0.54,3111.0,87.83,5.86,0.95,2.72,,2.63,7421.0,50496.0,20232.0,65.15,87.0,73.28,Papua,17790.0,21093.0,20232.0,0
,507,0.420640875688,0.00902051183583,94,Papua,9417,Pegunungan Bintang,91,Papua,9112,Kab Pegunungan Bintang,2017,Kabupaten,1538217.94082,9417,15485.19946,-4.51749718585348,140.53269475341327,PAPUA,Papua,66.29,67.19,96.68,74.22,0.83,23.97,,0.4,,0.49,0.43,4.95,70.14,24.2,,,,,,,23769.0,90.24,5.82,3.94,1.22,0.4,0.68,1.68,0.2,56.98,3.25,2.22,7.99,36.67,17.6,5.15,3.73,4.07,9.07,3.32,4.05,8.31,85.84,1.19,2.78,93.78,1.62,0.33,,80.57,12631.0,62.15,1.28,38.26,1.12,4.45,34.39,0.54,3111.0,87.83,5.86,0.95,2.72,,2.63,7421.0,50496.0,20232.0,65.15,87.0,73.28,Papua,17790.0,21093.0,20232.0,0
,508,0.0661540013647,0.00021816266274,94,Papua,9418,Tolikara,91,Papua,9114,Tolikara,2017,Kabupaten,365742.1579,9418,3681.9796,-3.483927785594827,138.40858719051505,PAPUA,Papua,66.29,67.19,96.68,74.22,0.83,23.97,,0.4,,0.49,0.43,4.95,70.14,24.2,,,,,,,23769.0,90.24,5.82,3.94,1.22,0.4,0.68,1.68,0.2,56.98,3.25,2.22,7.99,36.67,17.6,5.15,3.73,4.07,9.07,3.32,4.05,8.31,85.84,1.19,2.78,93.78,1.62,0.33,,80.57,12631.0,62.15,1.28,38.26,1.12,4.45,34.39,0.54,3111.0,87.83,5.86,0.95,2.72,,2.63,7421.0,50496.0,20232.0,65.15,87.0,73.28,Papua,17790.0,21093.0,20232.0,0
